name,base_price,type,vendor
Modern Supply 82,149.00,Desktop,Software Vala
Modern Table 97,399.00,Offline,Software Vala
Modern Tax 111,99.00,Hybrid,Software Vala
Modern Tax 233,149.00,SaaS,Software Vala
Modern Tax 339,49.00,SaaS,Software Vala
Modern Tax 94,149.00,SaaS,Software Vala
Modern Telemedicine 106,199.00,Mobile,Software Vala
Modern Telemedicine 175,299.00,Mobile,Software Vala
Modern Telemedicine 329,29.00,Mobile,Software Vala
Modern Time 231,4999.00,Mobile,Software Vala
Modern Tour 303,999.00,Mobile,Software Vala
Modern Transport 117,79.00,Offline,Software Vala
Modern Transport 249,29.00,SaaS,Software Vala
Modern Travel 186,599.00,Desktop,Software Vala
Modern Vehicle 264,49.00,Offline,Software Vala
Modern Vehicle 27,149.00,SaaS,Software Vala
Modern Vehicle 373,299.00,Hybrid,Software Vala
Modern Wholesale 148,149.00,Offline,Software Vala
Modern Wholesale 356,4999.00,SaaS,Software Vala
Multi-vendor 360 288,2999.00,Offline,Software Vala
Multi-vendor Analytics 403,0.00,Offline,Software Vala
Multi-vendor Basic 133,99.00,Offline,Software Vala
Multi-vendor Basic 14,499.00,Desktop,Software Vala
Multi-vendor Central 206,49.00,Desktop,Software Vala
Multi-vendor Cloud 28,29.00,Hybrid,Software Vala
Multi-vendor Cloud 380,1499.00,Hybrid,Software Vala
Multi-vendor Enterprise 244,2999.00,Mobile,Software Vala
Multi-vendor Enterprise 57,199.00,Mobile,Software Vala
Multi-vendor Enterprise 9,599.00,Offline,Software Vala
Multi-vendor Expert 377,799.00,Mobile,Software Vala
Multi-vendor Hub 20,999.00,Hybrid,Software Vala
Multi-vendor Hub 275,999.00,Hybrid,Software Vala
Multi-vendor Intelligence 173,499.00,Offline,Software Vala
Multi-vendor Manager 146,2999.00,Hybrid,Software Vala
Multi-vendor Manager 257,79.00,Offline,Software Vala
Multi-vendor Manager 40,149.00,Hybrid,Software Vala
Multi-vendor Manager 51,79.00,Mobile,Software Vala
Multi-vendor Manager 88,999.00,SaaS,Software Vala
Multi-vendor Online 120,49.00,SaaS,Software Vala
Multi-vendor Online 241,149.00,SaaS,Software Vala
Multi-vendor Online 246,2999.00,Mobile,Software Vala
Multi-vendor Open Source 321,1999.00,SaaS,Software Vala
Multi-vendor Open Source 372,99.00,SaaS,Software Vala
Multi-vendor Plus 297,29.00,Offline,Software Vala
Multi-vendor Premium 283,599.00,Desktop,Software Vala
Multi-vendor Pro 104,49.00,Offline,Software Vala
Multi-vendor Pro 203,199.00,Hybrid,Software Vala
Multi-vendor Pro 304,2999.00,Desktop,Software Vala
Multi-vendor Pro 83,29.00,Offline,Software Vala
Multi-vendor Starter 245,599.00,Desktop,Software Vala
Multi-vendor for WordPress 160,99.00,SaaS,Software Vala
Next-Gen Agent 200,1499.00,Offline,Software Vala
Next-Gen Agent 317,2999.00,SaaS,Software Vala
Next-Gen Agent 364,79.00,Mobile,Software Vala
Next-Gen Asset 240,299.00,Offline,Software Vala
Next-Gen Asset 319,99.00,Mobile,Software Vala
Next-Gen Attendance 313,299.00,Desktop,Software Vala
Next-Gen Attendance 7,799.00,Hybrid,Software Vala
Next-Gen Auto 126,499.00,Desktop,Software Vala
Next-Gen Banking 142,4999.00,Desktop,Software Vala
Next-Gen Banking 232,29.00,Mobile,Software Vala
Next-Gen Banking 269,99.00,Mobile,Software Vala
Next-Gen Booking 114,149.00,SaaS,Software Vala
Next-Gen Booking 137,799.00,Mobile,Software Vala
Next-Gen Cab 214,149.00,SaaS,Software Vala
Next-Gen Cab 337,199.00,Hybrid,Software Vala
Next-Gen Cafe 212,599.00,Offline,Software Vala
Next-Gen Cafe 222,99.00,Hybrid,Software Vala
Next-Gen Cafe 369,0.00,SaaS,Software Vala
Next-Gen Cafe 46,799.00,SaaS,Software Vala
Next-Gen Cafe 80,199.00,Hybrid,Software Vala
Next-Gen Car 205,199.00,Mobile,Software Vala
Next-Gen Car 227,149.00,Hybrid,Software Vala
Next-Gen Car 267,149.00,Mobile,Software Vala
Next-Gen Car 369,399.00,SaaS,Software Vala
Next-Gen Car 417,29.00,Mobile,Software Vala
Next-Gen Clinic 47,1499.00,Hybrid,Software Vala
Next-Gen Cloud 32,399.00,Mobile,Software Vala
Next-Gen Cloud 38,29.00,Hybrid,Software Vala
Next-Gen Coaching 126,2999.00,Mobile,Software Vala
Next-Gen Coaching 297,49.00,Offline,Software Vala
Next-Gen Coaching 335,199.00,Offline,Software Vala
Next-Gen Coaching 46,399.00,Mobile,Software Vala
Next-Gen Construction 170,149.00,Mobile,Software Vala
Next-Gen Construction 357,29.00,Desktop,Software Vala
Next-Gen Construction 86,599.00,Offline,Software Vala
Next-Gen Contact 284,599.00,Desktop,Software Vala
Next-Gen Container 115,149.00,SaaS,Software Vala
Next-Gen Container 175,149.00,Offline,Software Vala
Next-Gen Container 362,599.00,Hybrid,Software Vala
Next-Gen Courier 198,399.00,Hybrid,Software Vala
Next-Gen Courier 3,0.00,Hybrid,Software Vala
Next-Gen Courier 363,79.00,Mobile,Software Vala
Next-Gen Courier 53,299.00,Mobile,Software Vala
Next-Gen Delivery 122,49.00,Desktop,Software Vala
Next-Gen Delivery 144,149.00,SaaS,Software Vala
Next-Gen Dental 330,199.00,Offline,Software Vala
Next-Gen E-commerce 19,1999.00,Desktop,Software Vala
Next-Gen E-commerce 284,0.00,Mobile,Software Vala
Next-Gen E-commerce 291,799.00,SaaS,Software Vala
Next-Gen ERP 271,2999.00,Hybrid,Software Vala
Next-Gen ERP 7,999.00,Mobile,Software Vala
Next-Gen ERP 95,999.00,SaaS,Software Vala
Next-Gen Electronics 165,29.00,Desktop,Software Vala
Next-Gen Employee 272,599.00,SaaS,Software Vala
Next-Gen Event 101,999.00,Offline,Software Vala
Next-Gen Event 334,799.00,Hybrid,Software Vala
Next-Gen Event 42,1499.00,Hybrid,Software Vala
Next-Gen Expense 355,99.00,Offline,Software Vala
Next-Gen Expense 66,299.00,Hybrid,Software Vala
Next-Gen Factory 281,99.00,Mobile,Software Vala
Next-Gen Factory 301,149.00,SaaS,Software Vala
Next-Gen Fashion 27,799.00,Desktop,Software Vala
Next-Gen Fashion 298,29.00,Mobile,Software Vala
Next-Gen Fleet 12,299.00,Desktop,Software Vala
Next-Gen Fleet 2,1499.00,Offline,Software Vala
Next-Gen Fleet 75,799.00,Desktop,Software Vala
Next-Gen Flight 38,99.00,SaaS,Software Vala
Next-Gen Food 2,49.00,SaaS,Software Vala
Next-Gen Garage 17,49.00,Hybrid,Software Vala
Next-Gen Grocery 152,2999.00,Mobile,Software Vala
Next-Gen Grocery 306,299.00,Mobile,Software Vala
Next-Gen Grocery 4,29.00,SaaS,Software Vala
Next-Gen Grocery 84,149.00,Mobile,Software Vala
Next-Gen HRMS 177,0.00,Offline,Software Vala
Next-Gen HRMS 414,0.00,SaaS,Software Vala
Next-Gen Helpdesk 164,999.00,SaaS,Software Vala
Next-Gen Helpdesk 234,79.00,Desktop,Software Vala
Next-Gen Helpdesk 241,399.00,Mobile,Software Vala
Next-Gen Helpdesk 408,599.00,Mobile,Software Vala
Next-Gen Helpdesk 50,1499.00,Desktop,Software Vala
Next-Gen Helpdesk 78,99.00,Desktop,Software Vala
Next-Gen Hospital 24,2999.00,Hybrid,Software Vala
Next-Gen Hospital 331,99.00,Offline,Software Vala
Next-Gen Hospital 408,799.00,Mobile,Software Vala
Next-Gen Hotel 105,399.00,Hybrid,Software Vala
Next-Gen Inventory 22,599.00,Mobile,Software Vala
Next-Gen Inventory 254,0.00,Desktop,Software Vala
Next-Gen Inventory 411,2999.00,Mobile,Software Vala
Next-Gen Investment 201,1999.00,Mobile,Software Vala
Next-Gen Invoice 109,1499.00,Offline,Software Vala
Next-Gen Invoice 115,2999.00,Hybrid,Software Vala
Next-Gen Invoice 275,399.00,SaaS,Software Vala
Next-Gen Lab 168,79.00,Hybrid,Software Vala
Next-Gen Lead 106,2999.00,Hybrid,Software Vala
Next-Gen Lead 394,799.00,Desktop,Software Vala
Next-Gen Learning 170,599.00,Desktop,Software Vala
Next-Gen Learning 171,799.00,Offline,Software Vala
Next-Gen Library 32,99.00,Hybrid,Software Vala
Next-Gen Load 327,79.00,Offline,Software Vala
Next-Gen Loan 164,29.00,Offline,Software Vala
Next-Gen Loan 401,29.00,Desktop,Software Vala
Next-Gen Medical 151,4999.00,Mobile,Software Vala
Next-Gen Medical 332,1999.00,SaaS,Software Vala
Next-Gen Multi-vendor 67,799.00,Offline,Software Vala
Next-Gen POS 13,79.00,Hybrid,Software Vala
Next-Gen POS 272,1499.00,Offline,Software Vala
Next-Gen POS 292,49.00,Offline,Software Vala
Next-Gen POS 351,399.00,Hybrid,Software Vala
Next-Gen Patient 249,799.00,Mobile,Software Vala
Next-Gen Payroll 107,999.00,SaaS,Software Vala
Next-Gen Payroll 169,49.00,Hybrid,Software Vala
Next-Gen Payroll 408,79.00,Offline,Software Vala
Next-Gen Pharmacy 290,4999.00,Mobile,Software Vala
Next-Gen Pharmacy 374,399.00,Hybrid,Software Vala
Next-Gen Pharmacy 39,499.00,Hybrid,Software Vala
Next-Gen Pharmacy 394,79.00,SaaS,Software Vala
Next-Gen Production 15,29.00,Hybrid,Software Vala
Next-Gen Property 289,79.00,SaaS,Software Vala
Next-Gen Property 319,299.00,Desktop,Software Vala
Next-Gen Property 394,0.00,Hybrid,Software Vala
Next-Gen Property 70,299.00,SaaS,Software Vala
Next-Gen Quality 295,499.00,Hybrid,Software Vala
Next-Gen Quality 69,1999.00,Offline,Software Vala
Next-Gen Real 320,99.00,Offline,Software Vala
Next-Gen Real 80,99.00,Desktop,Software Vala
Next-Gen Resort 139,1499.00,Offline,Software Vala
Next-Gen Resort 192,0.00,Hybrid,Software Vala
Next-Gen Resort 76,2999.00,Hybrid,Software Vala
Next-Gen Route 250,999.00,Offline,Software Vala
Next-Gen Sales 123,79.00,Desktop,Software Vala
Next-Gen Sales 246,499.00,Hybrid,Software Vala
Next-Gen Sales 414,399.00,Hybrid,Software Vala
Next-Gen Sales 80,0.00,Mobile,Software Vala
Next-Gen School 387,199.00,Hybrid,Software Vala
Next-Gen School 390,99.00,Mobile,Software Vala
Next-Gen Service 338,1999.00,Mobile,Software Vala
Next-Gen Service 409,299.00,Desktop,Software Vala
Next-Gen Shipping 342,29.00,Desktop,Software Vala
Next-Gen Shipping 81,1499.00,Offline,Software Vala
Next-Gen Student 64,2999.00,SaaS,Software Vala
Next-Gen Supply 124,199.00,Desktop,Software Vala
Next-Gen Supply 309,79.00,Mobile,Software Vala
Next-Gen Table 1,149.00,Offline,Software Vala
Next-Gen Tax 146,4999.00,SaaS,Software Vala
Next-Gen Telemedicine 7,1499.00,Desktop,Software Vala
Next-Gen Ticket 191,1499.00,Offline,Software Vala
Next-Gen Ticket 388,299.00,Mobile,Software Vala
Next-Gen Time 183,799.00,Hybrid,Software Vala
Next-Gen Tour 298,499.00,SaaS,Software Vala
Next-Gen Tour 408,149.00,SaaS,Software Vala
Next-Gen Transport 33,0.00,Mobile,Software Vala
Next-Gen Travel 297,29.00,Mobile,Software Vala
Next-Gen Travel 72,149.00,Offline,Software Vala
Next-Gen University 112,49.00,Mobile,Software Vala
Next-Gen University 141,2999.00,SaaS,Software Vala
Next-Gen University 266,149.00,SaaS,Software Vala
Next-Gen Vehicle 13,29.00,Desktop,Software Vala
Next-Gen Vehicle 207,799.00,Mobile,Software Vala
Next-Gen Vehicle 416,1499.00,Offline,Software Vala
Next-Gen Warehouse 61,49.00,Desktop,Software Vala
Next-Gen Wholesale 383,499.00,Desktop,Software Vala
Node.js Bakery 282,99.00,Mobile,Software Vala
Node.js Delivery 295,149.00,Mobile,Software Vala
Node.js Electronics 47,299.00,Offline,Software Vala
Node.js Employee 108,29.00,SaaS,Software Vala
Node.js Employee 381,99.00,Offline,Software Vala
Node.js Food 21,79.00,Offline,Software Vala
Node.js Grocery 347,999.00,Hybrid,Software Vala
Node.js Hotel 127,149.00,Hybrid,Software Vala
Node.js Learning 71,1999.00,Offline,Software Vala
Node.js Medical 189,199.00,Desktop,Software Vala
Node.js Table 343,0.00,Desktop,Software Vala
Node.js Ticket 14,79.00,Desktop,Software Vala
Node.js Tour 278,4999.00,Mobile,Software Vala
Online 360 414,599.00,SaaS,Software Vala
Online Analytics 284,1999.00,Offline,Software Vala
Online Analytics 295,4999.00,SaaS,Software Vala
Online Analytics 348,999.00,Offline,Software Vala
Online Analytics 81,2999.00,Desktop,Software Vala
Online Automation 189,49.00,Hybrid,Software Vala
Online Automation 329,79.00,SaaS,Software Vala
Online Automation 331,29.00,SaaS,Software Vala
Online Basic 260,399.00,SaaS,Software Vala
Online Central 377,199.00,Mobile,Software Vala
Online Cloud 339,199.00,Mobile,Software Vala
Online Enterprise 349,29.00,Offline,Software Vala
Online Enterprise 353,299.00,Offline,Software Vala
Online Expert 298,79.00,Offline,Software Vala
Online Intelligence 211,199.00,Hybrid,Software Vala
Online Manager 398,49.00,SaaS,Software Vala
Online Master 411,99.00,Mobile,Software Vala
Online Online 94,79.00,SaaS,Software Vala
Online Open Source 85,299.00,Hybrid,Software Vala
Online Plus 351,999.00,Offline,Software Vala
Online Pro 232,49.00,Mobile,Software Vala
Online Starter 300,49.00,Desktop,Software Vala
Online Starter 8,49.00,Offline,Software Vala
Online Suite 324,49.00,Desktop,Software Vala
Open Accounting 309,399.00,Mobile,Software Vala
Open Agent 243,1999.00,Mobile,Software Vala
Open Asset 68,2999.00,SaaS,Software Vala
Open Attendance 251,999.00,Offline,Software Vala
Open Attendance 311,1499.00,Desktop,Software Vala
Open Attendance 376,799.00,SaaS,Software Vala
Open Attendance 60,2999.00,Hybrid,Software Vala
Open Attendance 92,79.00,Offline,Software Vala
Open Auto 316,0.00,Mobile,Software Vala
Open Bakery 252,4999.00,SaaS,Software Vala
Open Banking 389,2999.00,Desktop,Software Vala
Open Booking 132,499.00,SaaS,Software Vala
Open Booking 384,399.00,Desktop,Software Vala
Open Cab 154,299.00,Mobile,Software Vala
Open Cab 402,299.00,Desktop,Software Vala
Open Cafe 194,149.00,Mobile,Software Vala
Open Cafe 3,2999.00,Offline,Software Vala
Open Car 166,799.00,Mobile,Software Vala
Open Car 29,29.00,SaaS,Software Vala
Open Car 326,299.00,Mobile,Software Vala
Open Car 74,79.00,Offline,Software Vala
Open Clinic 160,79.00,Offline,Software Vala
Open Cloud 121,799.00,Hybrid,Software Vala
Open Cloud 37,2999.00,Desktop,Software Vala
Open Cloud 61,499.00,Mobile,Software Vala
Open Coaching 7,799.00,Hybrid,Software Vala
Open Construction 361,99.00,Desktop,Software Vala
Open Container 391,149.00,Hybrid,Software Vala
Open Courier 147,199.00,Desktop,Software Vala
Open Customer 187,99.00,Hybrid,Software Vala
Open Customer 277,29.00,Hybrid,Software Vala
Open Customer 356,4999.00,Mobile,Software Vala
Open Delivery 341,599.00,Hybrid,Software Vala
Open Delivery 59,149.00,Mobile,Software Vala
Open Dental 57,399.00,Offline,Software Vala
Open E-commerce 266,199.00,SaaS,Software Vala
Open E-commerce 325,199.00,SaaS,Software Vala
Open E-commerce 396,29.00,Hybrid,Software Vala
Open Electronics 381,49.00,Offline,Software Vala
Open Employee 126,1499.00,Desktop,Software Vala
Open Employee 14,999.00,Mobile,Software Vala
Open Employee 72,1499.00,Hybrid,Software Vala
Open Employee 85,799.00,SaaS,Software Vala
Open Employee 95,999.00,Offline,Software Vala
Open Exam 395,29.00,Hybrid,Software Vala
Open Expense 241,1499.00,SaaS,Software Vala
Open Factory 313,299.00,Hybrid,Software Vala
Open Fashion 188,29.00,SaaS,Software Vala
Open Fleet 37,399.00,SaaS,Software Vala
Open Fleet 381,1499.00,SaaS,Software Vala
Open Flight 350,4999.00,Offline,Software Vala
Open Flight 411,1499.00,Offline,Software Vala
Open Food 122,999.00,SaaS,Software Vala
Open Food 374,49.00,Desktop,Software Vala
Open Food 411,399.00,Hybrid,Software Vala
Open Freight 265,99.00,Hybrid,Software Vala
Open Freight 292,1499.00,SaaS,Software Vala
Open Freight 377,49.00,Desktop,Software Vala
Open Garage 244,99.00,Desktop,Software Vala
Open Garage 297,79.00,SaaS,Software Vala
Open Grocery 268,999.00,Mobile,Software Vala
Open Grocery 359,79.00,Desktop,Software Vala
Open HRMS 191,2999.00,SaaS,Software Vala
Open Helpdesk 405,0.00,Offline,Software Vala
Open Hospital 40,29.00,Offline,Software Vala
Open Hotel 163,2999.00,Hybrid,Software Vala
Open Hotel 69,99.00,Mobile,Software Vala
Open Inventory 200,1499.00,Mobile,Software Vala
Open Inventory 265,49.00,Hybrid,Software Vala
Open Inventory 342,399.00,Desktop,Software Vala
Open Inventory 367,29.00,Hybrid,Software Vala
Open Investment 231,0.00,Desktop,Software Vala
Open Investment 240,299.00,Hybrid,Software Vala
Open Investment 374,0.00,Mobile,Software Vala
Open Kitchen 399,1499.00,Offline,Software Vala
Open Lab 289,2999.00,SaaS,Software Vala
Open Land 301,799.00,Desktop,Software Vala
Open Lead 347,999.00,Hybrid,Software Vala
Open Lead 92,49.00,Offline,Software Vala
Open Learning 269,2999.00,Offline,Software Vala
Open Learning 289,499.00,Hybrid,Software Vala
Open Learning 3,499.00,Mobile,Software Vala
Open Learning 82,29.00,SaaS,Software Vala
Open Leave 249,99.00,Desktop,Software Vala
Open Library 150,799.00,Offline,Software Vala
Open Load 160,0.00,Offline,Software Vala
Open Loan 100,149.00,Hybrid,Software Vala
Open Loan 216,79.00,Hybrid,Software Vala
Open Loan 245,999.00,Hybrid,Software Vala
Open MRP 26,4999.00,Offline,Software Vala
Open MRP 283,29.00,SaaS,Software Vala
Open Medical 156,199.00,Desktop,Software Vala
Open Medical 387,1499.00,Desktop,Software Vala
Open Online 291,799.00,Hybrid,Software Vala
Open Parking 123,49.00,Hybrid,Software Vala
Open Patient 224,799.00,SaaS,Software Vala
Open Patient 257,799.00,Offline,Software Vala
Open Patient 304,1999.00,Offline,Software Vala
Open Patient 392,999.00,Offline,Software Vala
Open Patient 97,999.00,Hybrid,Software Vala
Open Payroll 250,199.00,Mobile,Software Vala
Open Payroll 277,79.00,Offline,Software Vala
Open Payroll 31,99.00,Hybrid,Software Vala
Open Payroll 352,2999.00,Hybrid,Software Vala
Open Payroll 370,299.00,Hybrid,Software Vala
Open Performance 157,4999.00,SaaS,Software Vala
Open Pipeline 174,2999.00,Hybrid,Software Vala
Open Pipeline 178,0.00,Desktop,Software Vala
Open Pipeline 207,99.00,SaaS,Software Vala
Open Pipeline 325,2999.00,Mobile,Software Vala
Open Pipeline 403,599.00,Desktop,Software Vala
Open Pipeline 7,1999.00,Mobile,Software Vala
Open Pipeline 79,1499.00,Desktop,Software Vala
Open Production 111,149.00,Offline,Software Vala
Open Production 25,149.00,Mobile,Software Vala
Open Property 12,499.00,SaaS,Software Vala
Open Property 302,4999.00,Mobile,Software Vala
Open Property 312,199.00,SaaS,Software Vala
Open Quality 410,99.00,Mobile,Software Vala
Open Real 184,99.00,SaaS,Software Vala
Open Real 330,199.00,Desktop,Software Vala
Open Real 341,499.00,Mobile,Software Vala
Open Real 355,599.00,Desktop,Software Vala
Open Real 37,1499.00,Mobile,Software Vala
Open Recruitment 77,2999.00,Mobile,Software Vala
Open Rental 129,0.00,SaaS,Software Vala
Open Resort 112,79.00,Desktop,Software Vala
Open Resort 45,299.00,Desktop,Software Vala
Open Resort 49,599.00,Offline,Software Vala
Open Restaurant 140,199.00,Offline,Software Vala
Open Restaurant 186,199.00,Offline,Software Vala
Open Restaurant 59,0.00,Desktop,Software Vala
Open Route 61,1499.00,Mobile,Software Vala
Open Route 71,4999.00,Mobile,Software Vala
Open Sales 114,29.00,Offline,Software Vala
Open Sales 121,149.00,SaaS,Software Vala
Open Sales 163,299.00,SaaS,Software Vala
Open Sales 72,599.00,SaaS,Software Vala
Open School 1,99.00,Offline,Software Vala
Open School 182,799.00,SaaS,Software Vala
Open School 207,499.00,Desktop,Software Vala
Open Service 120,999.00,SaaS,Software Vala
Open Shipping 169,799.00,Mobile,Software Vala
Open Shipping 247,299.00,Desktop,Software Vala
Open Shipping 86,29.00,Hybrid,Software Vala
Open Student 342,4999.00,Mobile,Software Vala
Open Table 346,199.00,Offline,Software Vala
Open Table 402,2999.00,Hybrid,Software Vala
Open Tax 136,49.00,Mobile,Software Vala
Open Telemedicine 131,799.00,Offline,Software Vala
Open Telemedicine 223,49.00,Desktop,Software Vala
Open Telemedicine 311,999.00,SaaS,Software Vala
Open Time 117,2999.00,Desktop,Software Vala
Open Time 16,29.00,SaaS,Software Vala
Open Time 178,599.00,Desktop,Software Vala
Open Time 380,49.00,Mobile,Software Vala
Open Tour 416,499.00,SaaS,Software Vala
Open Transport 167,0.00,Desktop,Software Vala
Open Travel 409,1499.00,Offline,Software Vala
Open Travel 71,1999.00,Desktop,Software Vala
Open University 257,299.00,Mobile,Software Vala
Open University 58,599.00,Mobile,Software Vala
Open Vehicle 252,4999.00,Offline,Software Vala
Open Vehicle 395,499.00,Desktop,Software Vala
Open Warehouse 107,2999.00,Desktop,Software Vala
Open Warehouse 187,999.00,SaaS,Software Vala
Open Warehouse 67,0.00,SaaS,Software Vala
Open Wholesale 340,0.00,Hybrid,Software Vala
PHP Bakery 311,0.00,Offline,Software Vala
PHP Cafe 300,29.00,Hybrid,Software Vala
PHP Car 307,99.00,Mobile,Software Vala
PHP Clinic 161,149.00,Hybrid,Software Vala
PHP Coaching 83,999.00,Offline,Software Vala
PHP Electronics 142,199.00,Offline,Software Vala
PHP Garage 96,399.00,SaaS,Software Vala
PHP Kitchen 390,49.00,Hybrid,Software Vala
PHP Land 161,299.00,Hybrid,Software Vala
PHP Lead 384,599.00,Desktop,Software Vala
PHP Parking 351,49.00,Hybrid,Software Vala
PHP Pipeline 43,799.00,Mobile,Software Vala
PHP Rental 367,499.00,SaaS,Software Vala
PHP Service 76,399.00,Desktop,Software Vala
PHP Tax 331,299.00,Mobile,Software Vala
PHP Travel 199,149.00,SaaS,Software Vala
PHP Travel 56,199.00,Mobile,Software Vala
POS 360 136,2999.00,Offline,Software Vala
POS 360 172,599.00,SaaS,Software Vala
POS 360 408,0.00,SaaS,Software Vala
POS Analytics 66,29.00,Offline,Software Vala
POS Automation 73,79.00,Desktop,Software Vala
POS Basic 18,29.00,Offline,Software Vala
POS Basic 234,799.00,Offline,Software Vala
POS Basic 352,999.00,Hybrid,Software Vala
POS Cloud 109,399.00,Desktop,Software Vala
POS Cloud 15,4999.00,SaaS,Software Vala
POS Cloud 344,799.00,Mobile,Software Vala
POS Cloud 85,29.00,SaaS,Software Vala
POS Enterprise 102,599.00,Hybrid,Software Vala
POS Enterprise 285,2999.00,Offline,Software Vala
POS Expert 181,4999.00,Offline,Software Vala
POS Expert 62,2999.00,Mobile,Software Vala
POS Hub 150,0.00,Hybrid,Software Vala
POS Intelligence 144,4999.00,Hybrid,Software Vala
POS Intelligence 391,199.00,Desktop,Software Vala
POS Manager 404,1499.00,Mobile,Software Vala
POS Master 197,499.00,Offline,Software Vala
POS Online 406,29.00,Mobile,Software Vala
POS Online 74,149.00,Mobile,Software Vala
POS Plus 103,199.00,Offline,Software Vala
POS Plus 412,99.00,SaaS,Software Vala
POS Premium 331,199.00,Desktop,Software Vala
POS Premium 405,1999.00,Mobile,Software Vala
POS Premium 41,29.00,SaaS,Software Vala
POS Pro 131,299.00,Hybrid,Software Vala
POS Pro 222,1999.00,SaaS,Software Vala
POS Suite 198,1499.00,Mobile,Software Vala
POS for Node.js 227,2999.00,Desktop,Software Vala
POS for React 196,29.00,Desktop,Software Vala
Parking 360 140,999.00,Desktop,Software Vala
Parking Analytics 119,79.00,Offline,Software Vala
Parking Analytics 127,599.00,Offline,Software Vala
Parking Analytics 217,2999.00,Hybrid,Software Vala
Parking Automation 308,4999.00,SaaS,Software Vala
Parking Central 36,399.00,Offline,Software Vala
Parking Central 391,399.00,SaaS,Software Vala
Parking Cloud 314,399.00,Hybrid,Software Vala
Parking Cloud 81,99.00,Offline,Software Vala
Parking Enterprise 4,399.00,SaaS,Software Vala
Parking Hub 125,79.00,Mobile,Software Vala
Parking Online 18,99.00,Offline,Software Vala
Parking Online 284,599.00,Offline,Software Vala
Parking Online 68,99.00,Hybrid,Software Vala
Parking Open Source 164,0.00,Hybrid,Software Vala
Parking Open Source 20,1499.00,Mobile,Software Vala
Parking Open Source 59,1999.00,SaaS,Software Vala
Parking Plus 208,1499.00,SaaS,Software Vala
Parking Plus 266,2999.00,Mobile,Software Vala
Parking Premium 117,0.00,SaaS,Software Vala
Parking Pro 143,1499.00,Mobile,Software Vala
Parking Pro 235,399.00,Mobile,Software Vala
Parking Starter 213,49.00,Mobile,Software Vala
Parking Starter 33,599.00,Hybrid,Software Vala
Parking Starter 349,4999.00,SaaS,Software Vala
Parking Starter 60,49.00,SaaS,Software Vala
Parking Suite 359,399.00,Mobile,Software Vala
Parking Suite 89,149.00,Mobile,Software Vala
Parking for JavaScript 253,999.00,Offline,Software Vala
Patient Automation 1,599.00,SaaS,Software Vala
Patient Automation 146,1499.00,Offline,Software Vala
Patient Basic 280,4999.00,SaaS,Software Vala
Patient Central 117,799.00,Hybrid,Software Vala
Patient Central 220,49.00,Mobile,Software Vala
Patient Central 232,399.00,Offline,Software Vala
Patient Central 77,29.00,Hybrid,Software Vala
Patient Cloud 201,799.00,SaaS,Software Vala
Patient Cloud 42,199.00,Hybrid,Software Vala
Patient Expert 114,799.00,Offline,Software Vala
Patient Expert 217,2999.00,Offline,Software Vala
Patient Hub 412,199.00,Hybrid,Software Vala
Patient Intelligence 16,799.00,SaaS,Software Vala
Patient Intelligence 379,499.00,Mobile,Software Vala
Patient Master 222,49.00,Mobile,Software Vala
Patient Open Source 210,599.00,Hybrid,Software Vala
Patient Open Source 27,599.00,Desktop,Software Vala
Patient Open Source 349,4999.00,Offline,Software Vala
Patient Plus 348,599.00,Mobile,Software Vala
Patient Plus 79,1499.00,Mobile,Software Vala
Patient Premium 20,1499.00,Mobile,Software Vala
Patient Pro 362,2999.00,Offline,Software Vala
Patient Starter 302,2999.00,Hybrid,Software Vala
Patient Suite 227,2999.00,SaaS,Software Vala
Patient Suite 239,1499.00,Mobile,Software Vala
Payroll 360 18,1499.00,Desktop,Software Vala
Payroll 360 215,2999.00,SaaS,Software Vala
Payroll 360 236,4999.00,Mobile,Software Vala
Payroll 360 406,0.00,Desktop,Software Vala
Payroll Analytics 159,799.00,Desktop,Software Vala
Payroll Analytics 332,149.00,Desktop,Software Vala
Payroll Analytics 406,79.00,Desktop,Software Vala
Payroll Analytics 58,2999.00,Desktop,Software Vala
Payroll Automation 11,799.00,Offline,Software Vala
Payroll Automation 168,0.00,Offline,Software Vala
Payroll Automation 243,49.00,Mobile,Software Vala
Payroll Basic 279,599.00,SaaS,Software Vala
Payroll Central 12,149.00,Hybrid,Software Vala
Payroll Central 187,299.00,Mobile,Software Vala
Payroll Central 2,79.00,Offline,Software Vala
Payroll Central 303,599.00,Desktop,Software Vala
Payroll Central 340,99.00,Mobile,Software Vala
Payroll Central 399,0.00,Mobile,Software Vala
Payroll Cloud 131,999.00,Hybrid,Software Vala
Payroll Enterprise 116,299.00,Offline,Software Vala
Payroll Expert 211,79.00,SaaS,Software Vala
Payroll Hub 307,999.00,Mobile,Software Vala
Payroll Hub 97,1999.00,Desktop,Software Vala
Payroll Intelligence 282,4999.00,Hybrid,Software Vala
Payroll Manager 132,2999.00,Mobile,Software Vala
Payroll Manager 185,599.00,SaaS,Software Vala
Payroll Manager 300,299.00,SaaS,Software Vala
Payroll Manager 68,99.00,Offline,Software Vala
Payroll Master 19,299.00,Offline,Software Vala
Payroll Master 277,79.00,Mobile,Software Vala
Payroll Online 172,4999.00,Mobile,Software Vala
Payroll Online 271,1999.00,SaaS,Software Vala
